"*","JUMP","-3.722563","3.338042"
"*","STITCH","-8.089012","0.923804"
"*","STITCH","-10.427382","-4.310449"
"*","STITCH","-9.724956","-10.653612"
"*","STITCH","-5.967837","-16.521571"
"*","STITCH","0.263901","-20.706282"
"*","STITCH","8.082552","-22.438219"
"*","STITCH","16.494185","-21.365017"
"*","STITCH","24.536243","-17.491566"
"*","STITCH","31.366631","-11.104762"
"*","STITCH","36.316019","-2.695638"
"*","STITCH","38.912564","7.114051"
"*","STITCH","38.886388","17.636977"
"*","STITCH","35.232988","24.121582"
"*","STITCH","37.086052","13.763068"
"*","STITCH","36.232390","3.651525"
"*","STITCH","32.818423","-5.489298"
"*","STITCH","27.200861","-12.965156"
"*","STITCH","19.953598","-18.176249"
"*","STITCH","11.856115","-20.693812"
"*","STITCH","3.855499","-20.345881"
"*","STITCH","-3.008231","-17.306875"
"*","STITCH","-7.727232","-12.180480"
"*","STITCH","-9.520465","-6.055660"
"*","STITCH","-8.126539","-0.494873"
"*","STITCH","-4.245654","2.640913"
"*","STITCH","-4.639743","1.863541"
"*","STITCH","-7.917145","-1.898514"
"*","STITCH","-8.324274","-7.616872"
"*","STITCH","-5.494720","-13.337251"
"*","STITCH","0.042778","-17.566319"
"*","STITCH","7.329951","-19.367281"
"*","STITCH","15.269437","-18.320633"
"*","STITCH","22.806730","-14.435205"
"*","STITCH","29.038994","-8.044806"
"*","STITCH","33.273044","0.292957"
"*","STITCH","35.047858","9.887739"
"*","STITCH","34.132700","19.993902"
"*","STITCH","30.509051","29.873265"
"*","STITCH","24.858112","34.717264"
"*","STITCH","30.142243","25.617231"
"*","STITCH","32.798414","15.823518"
"*","STITCH","32.716681","6.066309"
"*","STITCH","29.994793","-2.880019"
"*","STITCH","24.966892","-10.255555"
"*","STITCH","18.218805","-15.390792"
"*","STITCH","10.581685","-17.800216"
"*","STITCH","3.092487","-17.292018"
"*","STITCH","-3.095254","-14.088777"
"*","STITCH","-6.875153","-8.946650"
"*","STITCH","-7.467192","-3.244469"
"*","STITCH","-4.892855","1.029547"
"*","STITCH","-4.997301","0.164271"
"*","STITCH","-6.790352","-4.491842"
"*","STITCH","-5.217135","-10.004588"
"*","STITCH","-0.601739","-14.412222"
"*","STITCH","6.048233","-16.492309"
"*","STITCH","13.511901","-15.692300"
"*","STITCH","20.614603","-11.993309"
"*","STITCH","26.368447","-5.764295"
"*","STITCH","30.039214","2.372276"
"*","STITCH","31.166237","11.655341"
"*","STITCH","29.552407","21.278508"
"*","STITCH","25.235929","30.462193"
"*","STITCH","18.451872","38.506397"
"*","STITCH","35.109068","35.722535"
"*","STITCH","-13.382089","48.266612"
"*","STITCH","35.805461","34.460569"
"*","STITCH","-11.940998","48.238723"
"*","STITCH","36.462701","33.183691"
"*","STITCH","-10.506568","48.169471"
"*","STITCH","37.080345","31.893048"
"*","STITCH","-9.080017","48.059044"
"*","STITCH","37.657977","30.589804"
"*","STITCH","-7.662559","47.907667"
"*","STITCH","38.195219","29.275143"
"*","STITCH","-6.255408","47.715602"
"*","STITCH","38.691722","27.950263"
"*","STITCH","-4.859777","47.483146"
"*","STITCH","39.147173","26.616379"
"*","STITCH","-3.476874","47.210636"
"*","STITCH","39.561293","25.274720"
"*","STITCH","-2.107903","46.898445"
"*","STITCH","39.933840","23.926532"
"*","STITCH","-0.754065","46.546986"
"*","STITCH","40.264606","22.573071"
"*","STITCH","0.583450","46.156707"
"*","STITCH","40.553421","21.215607"
"*","STITCH","1.903456","45.728096"
"*","STITCH","40.800154","19.855421"
"*","STITCH","3.204778","45.261680"
"*","STITCH","41.004710","18.493805"
"*","STITCH","4.486250","44.758023"
"*","STITCH","41.167036","17.132058"
"*","STITCH","5.746720","44.217728"
"*","STITCH","41.287116","15.771491"
"*","STITCH","6.985046","43.641437"
"*","STITCH","41.364977","14.413418"
"*","STITCH","8.200102","43.029830"
"*","STITCH","41.400684","13.059163"
"*","STITCH","9.390775","42.383626"
"*","STITCH","41.394347","11.710051"
"*","STITCH","10.555972","41.703582"
"*","STITCH","41.346117","10.367413"
"*","STITCH","11.694615","40.990494"
"*","STITCH","41.256186","9.032582"
"*","STITCH","12.805647","40.245196"
"*","STITCH","41.124791","7.706890"
"*","STITCH","13.888032","39.468558"
