"*","JUMP","-0.37316709684474714","2.3791369133842952"
"*","STITCH","-2.6548314018872725","3.3468362968049394"
"*","STITCH","-5.133039360756622","2.999311407842245"
"*","STITCH","-7.3133416561645515","1.691410265614442"
"*","STITCH","-8.985410973400693","-0.28078944775305237"
"*","STITCH","-10.063997816207062","-2.6775284620734228"
"*","STITCH","-10.529830418747038","-5.305898860483721"
"*","STITCH","-10.40125367862559","-8.011394347175884"
"*","STITCH","-9.718640836240802","-10.67108284398009"
"*","STITCH","-8.535085077254273","-13.188145433427502"
"*","STITCH","-6.910535498085922","-15.487475333979878"
"*","STITCH","-4.907972675941571","-17.51209205016391"
"*","STITCH","-2.590861806598193","-19.220188114835832"
"*","STITCH","-0.02144069709651257","-20.58267345031004"
"*","STITCH","0.7860498464357152","-19.378088701146048"
"*","STITCH","-1.7924666711928348","-18.098304533681215"
"*","STITCH","-4.116177067573962","-16.452187679433973"
"*","STITCH","-6.115320535377676","-14.469889840589365"
"*","STITCH","-7.717978754681007","-12.19658938839978"
"*","STITCH","-8.852071234798988","-9.69584201228178"
"*","STITCH","-9.448498966277826","-7.053776197860244"
"*","STITCH","-9.446155137608256","-4.384445669189085"
"*","STITCH","-8.800143814695552","-1.8368238662306935"
"*","STITCH","-7.495945873729078","0.3957654918529143"
"*","STITCH","-5.575881919217391","2.0624021972529896"
"*","STITCH","-3.1956705714085714","2.8349836982055043"
"*","STITCH","-0.780630639571073","2.278192691446039"
"*","STITCH","-1.1643751153321948","2.1080267373993213"
"*","STITCH","-3.6394109077049546","2.236991554507067"
"*","STITCH","-5.849304127095132","1.0628279395260725"
"*","STITCH","-7.450789569051982","-0.911904416111559"
"*","STITCH","-8.347488739268522","-3.337047321010636"
"*","STITCH","-8.541295815138364","-5.958143713282993"
"*","STITCH","-8.080079653889438","-8.587328114847761"
"*","STITCH","-7.033923085867202","-11.08568642417728"
"*","STITCH","-5.48280979414591","-13.351508736024973"
"*","STITCH","-3.5097450735351194","-15.311973967062482"
"*","STITCH","-1.1967506797498482","-16.917008627457133"
"*","STITCH","1.377502526328211","-18.1346091921266"
"*","STITCH","1.7590383718933855","-16.86781482875442"
"*","STITCH","-0.7975277836499128","-15.68881151277909"
"*","STITCH","-3.0810484324513268","-14.100749246895454"
